,property_url,headline,price,area,description,amenities
97,https://www.homeaway.com/vacation-rental/p3750562#reviews,Walk Downtown! 5 blocks to East 6th St! Modern Luxury Home,$450,2499 sq. ft.,"*Please inquire for current rates and availability - rates differ because of events, high demand weekends and holidays and are not always reflected on the website**Discounts for longer stays*","Internet, Air Conditioning, Pets Welcome, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
98,https://www.homeaway.com/vacation-rental/p370200vb#reviews,ACL Available!| Downtown | Private Pool | 5 Bed./4 Bath,$925,3000 sq. ft.,"Location, Location, Location!! Easy access to Downtown for SXSW AND Walkable to Zilker Park (ACL festival) & Barton Springs!","Satellite or Cable, No Smoking, Pets Welcome, Washer & Dryer, Air Conditioning, TV, Children Welcome, Internet, Parking, Heater, Fireplace, Swimming pool"
99,https://www.homeaway.com/vacation-rental/p292796#reviews,"Sept through Nov. Beautiful time out here,",$214,1000 sq. ft.,"This Lake Austin Cabin is located on the prettiest part of Lake Austin (behind an electronic gate) with panoramic views of the lake and natural wildlife preserve across the way. Come relax, enjoy the beautiful scenery, lounge on the screened porch, lay on the deck, or walk over to the Lake Austin Spa for a day treatment or massage. Bring your boat; launch it at the ramp next door, park it overnight on our lift. Fish off of our docks and bulkhead; play on the inner tubes, read that book you have been wanting to read, or bring your art supplies. Boat slip can be rented per night; check with owner if you wish to bring boat. Check out our kayaks and canoe for your use at no charge, take a beautiful trip up the lake and come back and picnic on the private grounds. There is a charcoal barbecue pit right outside your cabin. Located close to some of the best restaurants, Steiner Ranch Steak House (usually requires a reservation during the weekend), Cafe Blue, Santa Catarina (great interior Mexican food and fabulous Margaritas), Saigon (Vietnamese/Thai), Los Pinos (authentic Mexican food), Lakeside Pizza Grill (great and very near the cabin) the famous Oasis Restaurant, with outstanding views, sunsets snd cocktails; only seven miles away on Lake Travis. We also have two other cabins on the property if you are want to bring more family and friends. Contact owner and she can send you photos. We have some of the best neighborhood restaurants and some actually deliver to our property. There are golf courses in the area and shopping is extremely convenient; two large grocery stores nearby. It's so quiet on the property you wouldn't know all of these conveniences are mostly within five to eight miles away and property is just 25 minutes from downtown.","Internet, Air Conditioning, Fireplace, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
100,https://www.homeaway.com/vacation-rental/p3177240#reviews,"SXSW, ACL, Formula 1, UT Football (2-Miles to Downtown)",$830,5500 sq. ft.,"City of Austin historic landmark house is a great location for Texas Football, SXSW, F1 or ACL accommodations. This home is situated on a beautiful street in a highly desirable in-town neighborhood. The house is extremely centrally located and accessible to all Austin activities. The home was completely remodeled in 2009 and appointed with designer-quality, high end finishes that offer every modern convenience possible. The kitchen is chef ready and boasts, 2 dishwashers, Bosch Professional 4-burner stove with integrated grill, speed oven, counter seating for five, open concept to two dining rooms and two living rooms. The formal and informal dining rooms are open directly to the kitchen. There are 3 beautiful indoor seating areas to accommodate guests comfortably. With essentially 3-master bedrooms you can't go wrong with this property for your corporate retreat or couples looking to enjoy Austin.","Internet, Air Conditioning, Pets Welcome, Fireplace, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
101,https://www.homeaway.com/vacation-rental/p3491296#reviews,"Modern 3-story Gem 7-bedroom with Pool & Hot Tub, 5 minutes from downtown",$826,4000 sq. ft.,"If you are looking to stay in one of the most gorgeous homes in Central Austin, this is your best bet. This is a 4,000 square foot home with 3 stories and cool outdoor patios. It is stocked full of all of the luxury-style amenities you can dream of. The kitchen is decked out with top of the line appliances, the rooms boast tons of natural light and super comfy beds, and the house is beautiful and spacious. The basement apartment is a refuge from the main house and can be a nice space for some privacy. The backyard has a beautiful pool with an infinity hot tub attached to the pool so you can cool off and then get hot, cool off, get hot, repeat, etc. This amazing home is tucked away on a quiet street and has a sweet swanky modern look.","Satellite or Cable, No Smoking, Washer & Dryer, Air Conditioning, TV, Children Welcome, Internet, Hot Tub, Parking, Heater, Swimming pool"
102,https://www.homeaway.com/vacation-rental/p3764524#reviews,"❤️ of SoCo Private Suite : Uncommon Luxury, Unbeatable Location, Unusual Value",$125,500 sq. ft.,"If Austin is the epicenter of where it’s at in USA, then SoCo (South Congress) is the epicenter of where it’s at in Austin. Just one block and mere steps from this mecca of eclectic shops, top-notch restaurants, and the quintessential Austin experience is your luxurious and quiet oasis. Your private entry to your suite is via a spacious deck shared with the onsite proprietors where you are welcome to read and relax under a lush canopy of ancient pecans. Once inside, you’ll be welcomed with amenities including chilled Topo Chico, Shiner bock, wine and filtered water, coffee/tea bar, and thoughtful treats. Your suite envelops you in serene luxury only steps from the lively bustle of South Congress. Your hideaway features an adjustable Tempurpedic mattress, luxury linens, two robes, a microwave, coffee maker and mini-refrigerator, free Google fiber wi-fi and flatscreen television. Walls of windows outfitted with built-in plantation shutters illuminate sumptuous design features including a sparkling Austrian crystal chandelier, exquisite Italian and Dutch antiques and art, and gorgeous mid-century modern furniture that grace the spacious suite. The stunning and singular bathroom is a dramatic sanctuary of Mexican and Italian tile and is ADA accessible with its walk-in shower equipped with hand held spray showerhead and built-in bench, grab rails, and elevated toilet. Ideal for an Austin holiday, business, or a festival-goers’ home base.","Internet, Air Conditioning, TV, Satellite or Cable, Parking, No Smoking, Heater"
103,https://www.homeaway.com/vacation-rental/p1142053vb#reviews,1BR w/ Loft in the Heart of Downtown Austin!,$137,566 sq. ft.,"Take in the sights and sounds of Austin from the comfort of this 1BR condo with loft area in the heart of downtown. Relax in the bright living area with chic furnishings and wood floors. Prepare meals in the well-equipped kitchen and enjoy them at the dining table, or step outside to dine at the bistro table.","Washer & Dryer, Children Welcome, Parking, Satellite or Cable, No Smoking, Air Conditioning, Heater, TV, Internet"
104,https://www.homeaway.com/vacation-rental/p119233#reviews,"Waterfront w/Kayaks, Decks, Waterslide, Boatlift, Relaxing, Fun!",$230,1500 sq. ft.,"Beautiful, waterfront home on Lake Austin - just 10 miles to zilker park. Kayak, boat, fish or just relax on one of the multiple decks. Cool waterslide, multiple rafts & floats plus lakeside Chiminea fireplace.","Internet, Air Conditioning, Fireplace, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
105,https://www.homeaway.com/vacation-rental/p3480367#reviews,Travis Heights Studio Apt -- Walk To South Congress and Downtown,$74,450 sq. ft.,"Located behind an historic home on a private alley. Super charming, clean, located in quiet, lovely neighborhood. Two queen beds, WiFi-Google Fiber, and UVerse cable HDTV with premium channels, shower, refrigerator, microwave, toaster oven, coffee maker.","Internet, Air Conditioning, Pets Welcome, TV, Satellite or Cable, Parking, No Smoking, Heater"
106,https://www.homeaway.com/vacation-rental/p1099816vb#reviews,"New Home Close to Downtown, UT, restaurants & shops on Burnet",$185,1100 sq. ft.,Prepare to be wowed! New 2-story modern home built in 2017 in the wonderful Rosedale neighborhood.,"Internet, Air Conditioning, TV, Satellite or Cable, Children Welcome, Parking, No Smoking, Heater"
107,https://www.homeaway.com/vacation-rental/p122286#reviews,Newly Remodeled Lake Austin Waterfront Vacation Home,$550,,"You can experience plenty of rest and relaxation in this spacious waterfront home. Every room in the house has spectacular views of Lake Austin’s serene water. Whether you decide to boat or ski from our private boat area on the calm, glass-like water, lounge on the back deck or partake in Austin’s night life, this 3-bedroom home will suit your needs. The house is located just 15 minutes from shopping and 25 minutes from downtown Austin.","Internet, Air Conditioning, Fireplace, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
108,https://www.homeaway.com/vacation-rental/p1329660vb#reviews,Charming & Updated Clarksville 3BR w/ Office – Walk to Dining & Shopping,$205,1604 sq. ft.,"With a charming exterior and an adorable interior to match, this 3BR/2BA home welcomes you to the vibrant and friendly city of Austin. Hardwood floors flow throughout this lovely home, which has queen beds in all three bedrooms.","Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
109,https://www.homeaway.com/vacation-rental/p3486281#reviews,Downtown Central East Austin Entire House 6th st. Rainey,$675,2800 sq. ft.,STR operating license # OL 2013 035236,"No Smoking, Air Conditioning, Satellite or Cable, Washer & Dryer, TV, Children Welcome, Internet, Heater, Parking"
110,https://www.homeaway.com/vacation-rental/p3488530#reviews,Tasteful Studio with perfect location just north of UT and Downtown.,$71,,"This charming studio is located in the heart of idyllic Hyde Park, one of Austin's most desirable neighborhoods, and offers a full kitchen and an elegantly tiled bathroom.","Air Conditioning, No Smoking, TV, Children Welcome, Internet, Heater, Parking"
111,https://www.homeaway.com/vacation-rental/p1146249vb#reviews,Waterfront Lake Austin Rental,$442,1987 sq. ft.,"Welcome to our amazing waterfront rental on Lake Austin! This home includes a living room with large windows that give you a beautiful view of Lake Austin and part of Lake Travis, full kitchen, dining room, laundry room, three bedrooms, two baths, and multiple exterior decks including a hot tub where you can relax and take in the view.","Internet, Air Conditioning, Hot Tub, Pets Welcome, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
112,https://www.homeaway.com/vacation-rental/p1150071vb#reviews,Contemporary 3BR w/ Private Patios - Perfect for ACL Getaway!,$265,3289 sq. ft.,"Set in Austin’s hip South 1st neighborhood, this newly constructed 3BR/2.5BA home features an open layout, a contemporary kitchen, and outdoor access from every bedroom. Park two cars in the carport, and step inside your home away from home.","No Smoking, Air Conditioning, Washer & Dryer, Satellite or Cable, TV, Children Welcome, Internet, Heater, Parking"
113,https://www.homeaway.com/vacation-rental/p351104#reviews,Fabulous views! Great balconies rates are reduced! Sleeps 6 right next to Zilker,$184,1200 sq. ft.,Welcome to Austin and Zilker Park!,"Satellite or Cable, No Smoking, Pets Welcome, Washer & Dryer, Air Conditioning, TV, Children Welcome, Internet, Parking, Heater"
114,https://www.homeaway.com/vacation-rental/p1006016vb#reviews,A Place for Peace or to Celebrate! Why Not Both? Grab some Friends and Book Now!!!,$344,1607 sq. ft.,"Dear Future Guest,","Swimming pool, Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Children Welcome, No Smoking, Heater"
115,https://www.homeaway.com/vacation-rental/p1103463vb#reviews,Contemporary Clarksville Condo - Walk Everywhere!,$150,565 sq. ft.,"Make yourself at home in this fresh and contemporary space situated in the gorgeous and historic downtown neighborhood of Clarksville. Located on a tranquil and secluded street off of W 6th street, you are steps away from Austin’s best restaurants, nightlife, bars and shopping. Conveniently walk to Austin’s major events and festivals, downtown, Zilker Park and much more. My home is ideal for all travelers for any length of stay. Explore the great city of Austin by day and enjoy peace and quiet at night. I would love to have you as my guest, please check out additional information about my place provided below.","Satellite or Cable, Washer & Dryer, No Smoking, Air Conditioning, TV, Internet, Children Welcome, Heater, Parking"
116,https://www.homeaway.com/vacation-rental/p1026403vb#reviews,"1BR, 1BA Austin Casita with Garden Setting – Walk to Restaurants, Cafes",$105,550 sq. ft.,"Newly remodeled and ready for your stay, this 1BR, 1BA (sleeps 2) Austin casita is surrounded by lush landscaping on the Old Bouldin Family Farm (they settled here in 1850!). Don’t miss our resident donkeys, who love attention from guests. If you have a large group, don’t miss the sister property next door (search #589923 on VRBO and HomeAway).","Satellite or Cable, No Smoking, Washer & Dryer, TV, Internet"
117,https://www.homeaway.com/vacation-rental/p357146#reviews,"Tree Top Serenity, 1/1, Minutes to UT, Zilker, Downtown, Lake, Action!",$117,600 sq. ft.,"Enjoy the PEACE & SERENITY of this detached one bedroom, approx. 600 guest quarters, located in a quiet residential neighborhood. You'll be NESTLED AMONG 30' TREES, as if in a TREE HOUSE! The 1930's CHARM is reflected in the OAK HARDWOOD FLOORS, high ceilings and TILED BATHROOM. CENTRAL AIR & CEILING FANS will keep you cool on the hot summer days! You will find a library of games and DVD's, as well.","Internet, Air Conditioning, Pets Welcome, Fireplace, TV, Satellite or Cable, Children Welcome, Parking, No Smoking, Heater"
118,https://www.homeaway.com/vacation-rental/p3598735#reviews,GREAT 3 bed 2 bath! Central Austin with large yard!,$155,1250 sq. ft.,"Welcome to the Game Room! A comfortable ranch style home conveniently situated in Central North Austin. This bright and open home is perfect for guests wanting to enjoy the amazing and fun City of Austin! Located near The Triangle, Arboretum, The Domain, The University of Texas and Texas Capital. This well equipped 1,250 s.f. home has been updated and features 3 nice sized bedrooms with good closet space, 2 baths, 2 dedicated parking spaces in private driveway, as well as street parking. Utility room with washer and dryer, gas fireplace, dining room to accommodate 10 (with table extensions)","Internet, Air Conditioning, Pets Welcome, Fireplace, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
119,https://www.homeaway.com/vacation-rental/p1164401vb#reviews,"Modern 4BR w/ Pool, Covered Patio & Lush Landscaping - Walk to South Congress",$528,2202 sq. ft.,"Your group will love this 4BR/3BA South Austin home, ideally located in a walkable neighborhood with plenty of privacy.","Swimming pool, Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
120,https://www.homeaway.com/vacation-rental/p1172542vb#reviews,"Downtown Austin 1BR w/ Shared Pool - Walk to Attractions, Dining, & Nightlife",$128,,"This 1BR condo located in the heart of downtown Austin is ideal for a small group. After a day of adventure around town, cool off in the shared pool just outside your front door.","Washer & Dryer, Children Welcome, Parking, Pets Welcome, No Smoking, Air Conditioning, Heater, TV, Internet"
121,https://www.homeaway.com/vacation-rental/p367166vb#reviews,"Casual, Cool and Welcoming - Barton Bungalow in Austin",$125,,"Welcome and thank you for considering our property! Barton Bungalow is a charming two-bedroom, two-bath vacation rental home in the heart of Austin, which can accommodate up to 6 adults. Whether you're coming to experience the 'Third Coast's' world-class music and art scene, participate in Austin's abundant outdoor activities, or simply explore the great restaurants, shopping, and funky vibe that make Austin a top-rated travel destination and place to live, Barton Bungalow is your perfectly-Austin 'home away from home.'","Satellite or Cable, No Smoking, Pets Welcome, Washer & Dryer, Air Conditioning, TV, Children Welcome, Internet"
122,https://www.homeaway.com/vacation-rental/p1006015vb#reviews,The Lux Haus' Deepest Discounts Ever !!,$233,1157 sq. ft.,"Dear Future Guest,","Swimming pool, Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Children Welcome, No Smoking, Heater"
123,https://www.homeaway.com/vacation-rental/p1170430vb#reviews,Gated Private Estate on Lake Austin,$896,3111 sq. ft.,"The Westlake Bungalow on Lake Austin is a lush oasis of lakefront enjoyment nestled beautifully in a hill-top private estate. Find ultimate relaxation and breathtaking views of Texas's best in this midcentury Mediterranean-style gated estate. Overlooking Austin's prime waterway, and just a short 15-minute drive through scenic Westlake Hills, this waterfront property is perfect for those who want to be close to the happening downtown Austin scene, but also enjoy a private escape within the natural beauty of the Texas’ hill country.","Fireplace, Children Welcome, Washer & Dryer, Satellite or Cable, No Smoking, Parking, TV, Internet, Heater, Air Conditioning"
124,https://www.homeaway.com/vacation-rental/p1258756vb#reviews,Beautiful 3BR on South Congress- Just blocks to Downtown-Rainhead Showers- Pool,$304,1461 sq. ft.,Top Reasons to Book SOC3:,"Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Children Welcome, No Smoking, Heater"
125,https://www.homeaway.com/vacation-rental/p1271846vb#reviews,Private entrance apartment nestled in heart of SoCo and Bouldin neighborhoods!,$114,450 sq. ft.,"Walking Distance to restaurants, bars, and entertainment venues of South Congress and South 1st. A few blocks from the bats of the Congress Ave bridge, Town Lake and Stacy Park, and the Austin Postcard and I lLove You murals.","Internet, Air Conditioning, TV, Satellite or Cable, Children Welcome, Parking, No Smoking, Heater"
126,https://www.homeaway.com/vacation-rental/p3468993#reviews,Domain Vicinity Condo - Classy and Relaxed (Reduced Price!!!!),$83,1060 sq. ft.,This condo is located right on one of Austin's famous greenbelts and creeks...Walnut Creek Greenbelt. The facilities include,"Swimming pool, Internet, Air Conditioning, Hot Tub, Fireplace, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
127,https://www.homeaway.com/vacation-rental/p3685676#reviews,"*Downton Loft* 3,000 sq feet on Congress Avenue, WALK everywhere!",$799,,"The Loft On Congress is a 3,000 sq. ft. luxury loft and event space in the heart of Austin's business and entertainment district. Located on historic Congress Avenue with a stunning view of the Texas State Capitol and the Paramount Theatre, this urban loft is the ideal location for executive stays or attending any of Austin's year-round events including Austin City Limits, the Austin Film Festival, SXSW, Formula One and UT football. Whether you're staying for a festival, off-site business retreat, or a weekend get-away, we've provided every comfort of home... plus a few special extras. Winner of the 2004 AIA Award for Excellence in Design, 706 Congress Ave. was meticulously restored to its original facade with a large balcony directly across from the Paramount Theater, overlooking Congress Avenue all the way to the Capitol. The owners, long-time Austinites and former gallery owners, designed a modern interior including reclaimed wood floors throughout, open staircases, poured concrete counter-tops, a unique split-level layout, and high-end furnishings and artwork. OnCongress is purpose-built as a luxury rental property with amenities such as a full chef's kitchen, living room and lounge, full-size washer/ dryer, and free WiFi. The downstairs game room includes a large screen TV, custom-built steel pool table and shuffle board table.","Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Parking, No Smoking, Heater"
128,https://www.homeaway.com/vacation-rental/p1051964vb#reviews,Modern Townhouse w/ Patio and Deck - Near Downtown and Zilker Park,$161,1447 sq. ft.,"This chic, modern townhouse will feel like home while you discover the south side of Austin. Restaurants and entertainment are less than a mile away, and Zilker Metropolitan Park is a 5-minute walk. Bask in the sun on the patio or upper deck.","No Smoking, Washer & Dryer, Air Conditioning, Internet"
129,https://www.homeaway.com/vacation-rental/p325002#reviews,casita querida dans ma maison chouette,$155,550 sq. ft.,"Your two bedrooms & bath are part of my home, but you have a separate entrance and one adjoining wall to my kitchen and living room. Beguiling central city pied-a-terre, 3 miles north of the University of Texas and the Capitol, provides you with a sense of peace in the middle of the city. Ten minutes to downtown, but take advantage of several people-friendly and dog-in-heaven trails bordering the creek; ride a bike on a popular in-town bike path; or attend whatever music, film, comedy, car racing, athletic (your own? your favorite team's?), gastronomic, or wine-tasting event-du-jour suits your fancy. Well-trained dogs welcomed (although no fenced-in yard). MoPac and Interstate-35 are 3 and 8 minutes away, respectively; bus stop is two blocks distant. Central Market, restaurants, shops, and Seton Hospital are within a mile; Whole Foods within three. Tours of geologically curious spots in town? Let's discuss—en francais, si vous voudriez, o posiblemente tambien en espanol.","Pets Welcome, Children Welcome, Satellite or Cable, No Smoking, Parking, TV, Internet, Heater, Air Conditioning"
130,https://www.homeaway.com/vacation-rental/p3470406#reviews,Chic Cottage in Prestigious National Register Neighborhood at U.T. & Downtown,$110,1350 sq. ft.,"Directly adjacent to the University of Texas and downtown, this cottage sits in the coveted, quiet and safe Pemberton Heights. On the National Register of Historic Places, Pemberton Heights was named by Town & Country Magazine as a USA Top 25 Platinum Address.","Internet, Air Conditioning, Pets Welcome, Fireplace, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
131,https://www.homeaway.com/vacation-rental/p3520071#reviews,Austin's Premier Downtown Luxury Boutique Vacation Rental,$369,1200 sq. ft.,"If you are looking for the perfect downtown location for SXSW, Formula 1, Austin City Limits, UT Football weekends, and more, you have found it! Located on the corner of 4th and San Jacinto, this 3 bedroom / 2 bathroom condo is fully furnished with everything you need for an incredible stay in the music capital of the world.","Fireplace, Washer & Dryer, Children Welcome, Parking, Satellite or Cable, No Smoking, Air Conditioning, Heater, TV, Internet"
132,https://www.homeaway.com/vacation-rental/p3698599#reviews,New Modern South Austin Apartment 2 Miles From Downtown,$122,400 sq. ft.,"Great location - 2 miles south of downtown, blocks from s 1st and soco with 100+ bars and restaurants within a mile walk, 1 mile from zilker park, 1 block from bus stop.","No Smoking, Air Conditioning, Satellite or Cable, TV, Children Welcome, Internet, Heater, Parking"
133,https://www.homeaway.com/vacation-rental/p3720234#reviews,"Newly modern remodeled duplex, walking distance from downtown. Quiet & safe",$229,1200 sq. ft.,"Recently remodeled and fully furnished with top of the line appliances and fixtures including full size kitchen with dishwasher, refrigerator, and stove, also full size washer and dryer. Minutes from downtown. Fully stocked wine,beer coolers available. 2 pillow top queen beds w/ chase couch in living. Cable tv. Wifi. Walk in shower and tub surround. Soapstone countertops. All natural stone and hardwood floors. It is really a must see. I remodeled this place myself. Approx. 1200 sq.ft","Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
134,https://www.homeaway.com/vacation-rental/p1258754vb#reviews,Walkable w/City & Pool View-So Congress!2BR w/Rainhead Showers- FAB Pool,$308,1190 sq. ft.,Top Reasons to Book SOC1:,"Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
135,https://www.homeaway.com/vacation-rental/p1266919vb#reviews,Exclusive Tarrytown condo super close to downtown,$225,1044 sq. ft.,"Refinished, fresh and airy 3BD/2BA fabulously located condo less than 2 miles to downtown, Lake Austin, Zilker Park, restaurants and shopping. Nestled in the highly sought out Tarrytown neighborhood, you are surrounded by established homes and friendly neighbors. Safe and quiet location.","Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
136,https://www.homeaway.com/vacation-rental/p3692780#reviews,Downtown 3 Bedroom Condo In The Heart Of Everything With Sleeping For 8-10.,$445,1200 sq. ft.,"If you are looking for a downtown vacation rental with a touch of luxury, welcome to the Austin Grand. With space for up to 10 individuals, the Austin Grand is the perfect place to stay whether you are attending a conference or looking for a place to sleep after a night of entertainment.","Fireplace, Washer & Dryer, Children Welcome, Parking, Satellite or Cable, No Smoking, Air Conditioning, Heater, TV, Internet"
137,https://www.homeaway.com/vacation-rental/p1069492vb#reviews,"Lakefront Cottage with Gorgeous Lakeviews on Beautifully Blue Lake Travis,Austin",$570,2346 sq. ft.,"Lakefront cottage on Lake Travis with gorgeous lakeviews from many rooms in the house. Two living areas, kitchen/family room, dining room, three bedrooms, two baths, sunroom, outdoor patio. Beautiful lakeviews (see pictures!) as soon as you come through the front door. Lakeviews prominent from living room, kitchen, sunroom, master bedroom, and patio.","Fireplace, Swimming pool, Children Welcome, Hot Tub, Washer & Dryer, Satellite or Cable, No Smoking, Parking, TV, Internet, Heater, Air Conditioning"
138,https://www.homeaway.com/vacation-rental/p1106288vb#reviews,Newly Remodeled 3BR in Quiet South Austin w/ Hot Tub & Patio,$182,1961 sq. ft.,"Just 15 minutes from the bustle of concerts on 6th Street and the shopping in SoCo, this spacious 3BR/2BA is perfect for a group of six. Bring along furry friends to enjoy the fenced backyard.","Internet, Air Conditioning, Hot Tub, Pets Welcome, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
139,https://www.homeaway.com/vacation-rental/p1156942vb#reviews,"Trendy and Modern Downtown Austin Oasis / Great Location, Walk Everywhere!",$419,,"Our East Austin Oasis is perfect for groups visiting our city. Featuring tons of sleeping arrangements and huge clean bathrooms. Being in the heart of Austin will give you the opportunity to walk to some of the best and most famous restaurants in the city like Franklins BBQ, Moonshine Patio, and Boteco. We feature king sized beds and two queen sized beds with air mattresses on request. Crisp, clean linens and a safe neighborhood! Our home is best for bachelor parties, corporate events, or families coming to visit our beautiful city.","Internet, Air Conditioning, TV, Washer & Dryer, Parking, No Smoking, Heater"
140,https://www.homeaway.com/vacation-rental/p235658vb#reviews,Charming Cottage in Heart of Downtown Austin,$179,900 sq. ft.,"Come experience this Austin getaway located near downtown Austin in the Clarksville neighborhood. This cottage is a short bike ride to the Capitol of Texas, Deep Eddy and most of the museums. You can walk to many wonderful restaurants, such as Jeffery's, Swedish Hill Bakery, Whole Foods, the 24 diner, Z Tejas, Winflo, TNT and many more. There is also Shelley park one block away with a pool during the summer months.","Satellite or Cable, Washer & Dryer, No Smoking, Air Conditioning, TV, Internet, Children Welcome, Pets Welcome, Parking"
141,https://www.homeaway.com/vacation-rental/p3492687#reviews,"ELEGANT LAKE AUSTIN WATERFRONT HOME W/ INFINITY POOL, NEXT TO SKI SHORES CAFE","$1,438",,The Space,"Swimming pool, Internet, Air Conditioning, Hot Tub, Fireplace, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
142,https://www.homeaway.com/vacation-rental/p3497448#reviews,"2/1 with beautiful patio views, king and queen bed",$150,950 sq. ft.,Welcome to The Austinite Unit A!,"Internet, Air Conditioning, Pets Welcome, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Accessible, Heater"
143,https://www.homeaway.com/vacation-rental/p3528150#reviews,Fully Furnished Tarrytown Townhome available for monthly rental,$150,2000 sq. ft.,"This beautiful modern town home impresses with its clean mid-century lines and open airy feel. High end electronics installed 2012 with Surround sound, WiFi, iPod adapters, etc.","Internet, Air Conditioning, Pets Welcome, Fireplace, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, Heater"
144,https://www.homeaway.com/vacation-rental/p3737904#reviews,Downtown Austin Speakeasy Hotel across from the Convention Center,$235,850 sq. ft.,"If you are looking for the perfect downtown location for SXSW, Formula 1, Austin City Limits, UT Football weekends, and more, you have found it! Located on the corner of 4th and San Jacinto, this 2 bedroom / 2 bathroom condo is fully furnished with everything you need for an incredible stay in the music capital of the world.","Fireplace, Washer & Dryer, Children Welcome, Parking, Satellite or Cable, No Smoking, Air Conditioning, Heater, TV, Internet"
145,https://www.homeaway.com/vacation-rental/p1102104vb#reviews,Beautiful home with custom pool near popular nightlife area.,$296,,Debating on the comfort and amenities of a luxury hotel but longing for more privacy? Why not get the best of both worlds in this lovely 4 bedroom home with a custom in-ground pool?,"Swimming pool, Internet, Air Conditioning, Pets Welcome, Fireplace, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
146,https://www.homeaway.com/vacation-rental/p1258755vb#reviews,"Fab, Walkable 2BR in SOCO! Balcony w/ City View & Pool☀B00k Austin City Limits☀",$330,1044 sq. ft.,Top Reasons to Book SOC2:,"Internet, Air Conditioning, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
147,https://www.homeaway.com/vacation-rental/p18765vb#reviews,The Forest Retreat: Minutes to SOCO & center yet nestled in the quiet forest.,$142,600 sq. ft.,"This craftsman-designed home is located across the river from downtown Austin on a beautiful wooded lot in one of Austin's most desirable neighborhoods, Travis Heights. Walk or bike to major parks, great restaurants in the SoCo District, or even downtown to the fun sixth street music district. We are close to everything yet you feel like you are living in the country.","Internet, Air Conditioning, TV, Satellite or Cable, Parking, No Smoking, Heater"
148,https://www.homeaway.com/vacation-rental/p256884#reviews,"Cool, Hip In-Town Oasis, Updated - Near UT, ACL Fest and SXSW",$182,1400 sq. ft.,"Upscale and on-trend home in one of Central Austin's best neighborhoods -- a quiet, green oasis, just minutes from many of Austin's most popular venues, including Downtown, UT SXSW and ACLFest. Guests have the whole house to themselves which sleeps up to 8. The spacious, fully equipped kitchen, the indoor laundry, the fully fenced yard, and convenient parking make this a great stay for a weekend or a month.","Swimming pool, Internet, Air Conditioning, Hot Tub, Pets Welcome, Fireplace, TV, Satellite or Cable, Washer & Dryer, Children Welcome, Parking, No Smoking, Heater"
149,https://www.homeaway.com/vacation-rental/p3501027#reviews,"Huge House - Walk To Acl, Downtown And South Congress",$900,3100 sq. ft.,"Recently Re-Listed, Large 2600ft house close to downtown!!!","Internet, Air Conditioning, Fireplace, TV, Satellite or Cable, Parking, No Smoking, Heater"
